100 4012
39 79 58
21 2 84
41 95 89
24 92 71
62 6 84
90 48 64
57 55 53
72 86 85
38 55 67
3 5 50
39 63 78
89 96 68
29 69 95
19 72 70
76 60 82
92 75 52
26 43 57
28 94 60
24 31 57
62 4 81
41 94 63
67 86 51
68 2 64
96 13 65
7 61 74
72 56 79
6 30 49
95 71 84
74 9 64
60 8 97
6 62 54
93 18 71
54 56 92
77 30 92
38 13 54
13 72 52
80 95 64
63 48 95
28 75 65
96 77 51
28 87 74
41 37 92
20 39 87
2 5 83
91 88 68
50 22 98
10 70 75
32 6 72
40 37 77
93 28 75
52 2 53
75 68 52
98 24 54
21 70 74
4 80 82
81 42 63
54 36 85
71 28 57
54 64 83
25 19 76
22 53 99
66 19 56
90 35 62
89 16 74
18 46 86
30 46 54
73 55 93
58 68 61
29 65 62
66 52 64
80 15 57
17 58 79
2 40 95
46 73 82
63 100 75
6 13 79
60 97 57
89 13 78
14 17 94
76 71 98
11 95 75
84 89 61
62 77 88
81 89 82
66 94 53
68 41 49
10 38 64
32 76 79
94 29 63
58 93 67
78 56 79
9 18 89
79 59 82
4 97 89
11 91 98
1 59 64
25 37 60
13 42 65
7 73 80
15 44 67
39 76 90
39 92 68
5 18 80
3 43 99
7 81 59
9 44 86
78 12 55
23 11 77
9 12 72
58 16 64
6 91 92
39 75 93
41 23 96
99 77 84
12 66 78
76 29 79
29 8 79
62 83 71
14 75 86
73 25 92
6 86 86
37 27 87
49 48 95
12 82 87
51 21 52
55 54 93
18 5 73
38 52 89
37 50 77
75 29 59
72 58 53
48 62 87
1 75 53
31 37 81
45 61 96
66 17 57
20 77 60
72 21 86
70 90 54
13 40 73
29 53 65
76 18 99
95 93 90
9 32 68
28 100 77
55 43 86
91 23 52
82 77 84
14 51 82
83 73 60
10 95 60
6 65 61
41 83 56
41 91 83
81 12 75
3 10 64
89 31 55
44 57 66
94 55 81
58 46 51
25 92 89
75 8 59
37 39 75
100 38 65
63 56 96
75 65 58
7 44 53
100 55 73
46 1 57
29 33 79
37 64 56
55 56 96
9 57 78
22 39 70
96 66 63
79 42 92
87 92 88
59 21 76
55 36 83
66 96 71
19 77 68
67 58 71
98 17 67
38 93 81
47 37 90
90 49 60
82 89 85
30 81 91
49 45 62
9 41 73
75 55 99
30 23 60
53 33 79
21 79 76
94 72 94
56 41 98
78 62 70
60 24 83
36 79 49
53 79 82
21 39 57
60 64 55
16 32 78
51 27 92
62 90 77
18 50 70
58 88 73
98 82 90
56 36 77
83 68 78
63 88 90
15 11 50
59 48 72
64 21 88
7 51 93
13 38 90
39 82 67
9 73 85
94 36 49
59 15 67
61 4 64
30 29 96
96 51 64
40 61 52
46 39 93
61 3 61
21 85 54
78 11 90
79 73 63
28 15 83
73 82 53
15 51 85
24 38 64
23 74 56
53 83 74
98 69 61
59 86 94
15 55 93
75 52 53
75 23 73
98 67 72
1 55 66
76 95 53
46 18 52
39 78 73
26 7 89
24 1 70
32 62 69
30 85 70
71 63 76
1 60 51
34 5 58
90 53 66
85 47 88
18 23 85
89 4 67
9 46 54
97 4 76
44 33 83
48 4 97
77 49 50
22 10 71
90 79 77
36 81 57
66 56 96
32 30 79
78 61 91
12 60 71
43 20 90
25 18 95
20 41 55
45 38 61
40 65 84
61 58 97
62 31 94
86 26 73
34 50 98
47 84 58
37 34 86
55 2 81
99 9 71
41 35 84
14 46 60
22 6 86
49 31 90
97 33 72
54 33 56
62 33 75
20 19 71
75 37 81
26 27 62
89 93 91
11 48 88
90 11 99
19 91 73
6 96 81
94 90 89
98 72 90
52 54 77
51 18 95
46 83 51
23 78 70
26 24 92
69 100 97
65 50 50
43 36 61
86 75 65
4 27 75
87 2 68
12 77 83
11 96 96
87 71 98
62 45 92
38 92 60
74 14 67
74 67 89
8 40 94
36 77 90
72 17 63
7 86 72
46 15 73
83 44 94
51 54 85
63 17 69
32 96 54
71 8 99
40 24 90
53 37 50
28 32 85
79 94 68
25 1 69
76 59 77
68 72 99
87 5 87
57 45 93
75 13 80
70 17 56
18 86 55
24 78 58
5 82 94
99 97 52
99 3 49
67 2 53
46 51 90
18 93 49
70 72 51
10 16 57
30 40 54
52 76 75
71 53 80
14 90 51
10 61 69
53 26 93
78 44 60
24 25 50
32 41 52
20 72 50
93 1 71
7 49 78
100 76 77
39 62 96
64 55 54
97 75 74
62 1 67
36 29 66
17 51 63
76 89 64
85 4 73
0 1 61
100 16 52
66 92 72
83 79 55
31 97 86
54 44 69
86 89 99
26 54 90
38 64 76
97 43 60
79 5 69
7 40 61
68 64 93
20 38 87
76 70 57
40 36 93
45 73 54
38 56 76
8 100 61
54 79 96
19 99 63
20 21 52
9 96 52
19 47 56
73 35 57
13 62 55
76 87 82
65 49 52
14 78 53
84 90 49
23 100 49
63 32 58
77 10 66
80 46 91
17 78 87
31 59 69
70 91 53
52 59 60
96 14 98
28 43 98
99 84 53
80 99 86
48 49 51
16 87 74
99 54 55
82 71 54
34 65 55
93 59 94
96 18 61
28 88 61
49 47 51
7 60 71
62 94 67
27 89 53
91 58 51
51 87 73
37 47 91
65 27 99
45 40 68
74 87 81
89 61 92
69 52 56
22 80 91
75 88 84
34 55 58
18 94 89
23 75 74
26 32 60
64 52 51
38 50 49
9 49 82
18 75 94
28 26 81
88 43 66
48 44 77
12 69 53
95 66 86
88 5 73
65 73 54
86 72 96
28 68 92
7 72 64
14 67 61
56 48 58
91 85 62
53 57 99
34 29 49
31 29 91
3 68 98
33 18 57
17 77 95
3 85 60
93 3 75
28 89 78
84 67 81
47 27 51
60 33 85
1 42 82
42 90 78
25 85 74
31 90 49
47 11 91
91 22 53
69 25 73
52 4 91
77 42 97
39 44 67
91 44 82
53 99 55
37 78 69
80 38 89
13 23 67
8 69 71
30 89 57
2 22 60
16 59 86
50 31 72
32 57 68
15 4 90
3 56 58
39 41 51
76 26 57
100 65 82
16 88 63
91 49 62
91 97 82
58 81 99
48 77 76
43 53 87
3 92 64
6 56 78
16 34 55
94 6 91
84 27 52
69 19 70
53 70 78
32 28 64
57 73 57
38 1 83
78 68 69
25 94 70
77 6 69
78 60 54
39 23 87
37 17 64
63 47 58
4 51 59
7 55 94
62 20 97
50 29 70
93 89 86
86 21 88
12 95 56
10 93 54
20 75 54
94 5 79
36 98 54
38 23 92
28 19 54
31 35 51
9 52 67
19 46 69
62 8 84
97 53 97
5 24 51
10 81 99
8 85 82
58 98 58
41 60 88
51 52 99
28 18 53
71 15 62
74 36 91
10 28 83
47 43 96
14 85 62
93 38 55
85 62 52
81 17 64
92 60 85
32 12 98
99 35 90
39 34 96
47 60 51
57 87 94
72 25 74
80 96 86
87 9 49
47 57 99
74 18 54
66 75 88
59 81 78
57 27 93
2 76 67
47 49 97
18 34 55
41 53 88
77 100 87
77 1 80
93 21 88
15 29 59
8 26 64
45 34 72
53 69 62
71 87 89
20 12 61
43 7 76
25 68 69
35 73 82
52 49 69
71 96 89
76 86 54
73 93 83
29 34 74
72 73 98
73 26 61
96 58 54
99 20 79
19 33 52
6 18 81
44 17 69
29 81 97
60 27 66
78 65 67
87 63 67
87 29 53
5 57 49
82 45 93
81 45 55
80 7 49
46 38 87
38 14 61
19 82 88
28 4 61
58 8 52
2 43 59
23 9 67
32 19 57
73 5 99
83 38 82
70 76 73
55 4 54
97 17 51
49 30 78
65 10 71
48 41 61
99 46 71
96 79 50
2 12 82
25 74 81
48 47 84
42 52 75
41 50 98
8 81 84
82 28 56
24 95 96
5 6 89
89 53 96
37 6 66
86 58 74
85 91 52
36 91 49
84 62 61
43 99 50
45 86 98
12 85 95
31 33 50
26 86 66
34 14 81
1 74 56
85 9 61
20 13 84
19 28 72
5 66 95
20 96 76
85 75 84
89 14 79
13 14 63
89 59 81
18 29 66
30 68 55
47 91 67
13 69 61
27 71 87
24 72 88
7 27 81
67 72 57
62 74 53
91 86 58
78 17 78
92 36 70
49 12 76
6 16 60
37 21 76
24 98 52
90 59 81
83 67 66
18 30 62
40 69 49
22 43 62
81 14 60
14 42 93
82 88 71
43 86 59
67 46 60
59 87 51
42 65 53
47 51 53
35 100 82
15 60 56
42 33 66
6 35 99
46 89 94
68 47 82
62 46 50
19 14 72
14 95 62
37 32 97
88 87 98
96 22 81
88 73 94
74 54 91
27 100 56
85 38 91
98 30 93
74 30 94
3 53 72
43 98 88
66 40 95
94 8 50
59 79 95
69 83 71
72 49 78
45 96 69
23 85 90
19 55 80
62 27 75
91 19 51
89 2 57
64 39 70
9 50 49
88 78 74
45 31 91
47 48 78
26 48 52
61 64 66
41 22 64
26 96 90
57 9 62
64 40 65
3 66 57
63 75 94
25 96 87
96 27 61
75 38 82
97 21 73
53 56 89
3 75 50
38 27 78
38 54 88
11 15 73
33 77 53
33 15 81
75 7 86
100 27 72
15 65 87
93 77 85
48 80 60
21 54 76
6 26 98
32 46 63
82 37 51
57 43 72
19 17 89
49 66 70
2 54 76
15 45 92
57 82 63
5 73 79
48 1 81
34 7 58
68 55 55
25 40 94
51 94 67
50 77 53
33 44 78
43 12 61
64 50 79
94 27 81
66 7 95
52 32 61
12 25 96
70 24 71
73 95 78
76 63 88
41 76 74
66 73 75
78 3 90
98 83 75
18 58 79
47 88 81
49 76 88
9 31 63
1 39 56
23 26 89
69 33 81
68 96 95
4 95 72
1 12 83
68 3 58
49 86 69
26 49 54
82 6 89
53 77 81
95 28 65
50 52 53
78 94 52
85 33 62
59 52 79
31 20 65
22 25 51
40 93 85
72 47 60
76 64 59
83 88 81
73 16 65
87 10 49
71 83 97
11 1 71
44 14 72
72 98 75
85 63 71
25 31 60
14 55 64
42 46 97
89 32 98
20 65 82
29 20 54
80 22 49
35 80 79
79 38 99
73 30 99
37 99 59
8 86 67
42 14 84
98 15 91
84 87 59
28 76 99
29 71 59
69 84 82
50 19 69
11 40 65
38 20 70
87 84 85
42 6 98
14 62 82
93 69 95
73 41 82
98 60 69
44 69 53
40 19 82
49 87 68
74 21 96
35 65 69
40 58 78
4 55 90
74 59 85
17 43 54
99 36 54
60 39 49
35 94 80
43 55 64
52 6 67
23 38 52
74 31 55
90 38 61
71 61 90
23 52 76
38 87 97
64 43 64
64 98 63
4 85 58
14 53 63
74 15 96
44 19 78
34 90 52
61 96 74
41 81 80
76 19 96
95 45 67
29 68 98
36 4 77
79 44 50
58 20 83
18 28 90
93 47 97
48 100 82
98 54 51
72 13 96
2 27 87
3 91 57
6 52 88
80 76 77
90 10 76
60 7 50
42 38 75
84 32 73
52 95 82
21 99 59
56 71 56
18 48 82
23 21 92
58 76 81
70 75 54
41 47 51
38 99 87
85 39 69
61 47 76
8 55 97
60 42 62
61 18 49
5 94 91
100 80 87
25 50 84
57 4 86
97 89 71
30 2 97
66 58 55
28 44 58
7 97 64
63 33 63
64 75 98
72 100 86
25 21 97
77 79 83
7 59 62
47 32 79
9 10 96
43 50 94
90 17 77
79 96 75
13 80 68
2 4 79
12 98 72
43 67 76
4 9 96
54 82 86
79 55 88
9 70 88
76 44 84
12 5 77
45 23 94
63 80 79
23 93 91
69 46 56
3 58 64
85 41 63
88 99 89
90 47 56
89 95 49
78 32 79
99 30 60
56 24 62
14 18 63
92 87 81
73 59 54
28 52 88
57 2 95
26 95 52
24 69 54
28 21 51
36 94 95
68 58 88
85 77 79
83 84 64
32 25 63
50 63 56
73 92 92
82 34 58
7 74 86
71 45 90
37 43 50
19 38 49
55 31 71
90 37 59
23 34 73
60 57 85
49 65 68
38 45 78
9 36 74
36 70 98
48 11 54
53 5 62
17 85 66
5 88 93
38 17 94
100 64 52
28 92 96
62 61 88
31 94 92
65 60 57
8 54 93
43 62 65
61 44 98
21 3 54
88 18 67
65 78 88
11 6 72
46 44 68
71 41 72
70 10 59
57 83 73
26 1 73
33 21 62
94 41 80
78 52 98
100 71 79
1 80 86
27 86 90
13 92 54
47 22 77
89 98 56
10 64 79
84 69 55
37 28 88
25 42 70
70 71 56
81 23 74
51 90 83
19 65 81
24 29 76
81 67 72
24 33 97
35 36 75
100 63 65
10 43 63
98 50 94
47 61 96
29 21 88
52 96 78
63 31 94
25 81 95
18 63 94
23 32 54
60 99 50
29 92 79
38 29 87
69 6 61
100 33 51
32 100 93
45 25 67
32 47 75
86 77 72
63 27 85
62 34 74
18 53 84
87 50 64
25 79 71
42 94 91
7 85 85
63 95 62
92 43 89
39 70 56
14 30 51
60 73 87
40 87 54
96 43 78
84 41 58
31 14 73
71 46 93
28 50 53
25 99 88
17 37 74
21 61 82
49 89 68
60 36 90
16 27 62
62 88 78
51 64 77
92 1 77
35 59 51
9 29 61
15 74 49
89 100 65
46 86 75
87 21 74
97 46 87
45 59 62
19 60 82
70 64 61
92 89 90
49 95 82
62 95 98
2 64 95
33 96 79
21 55 61
72 85 71
50 46 49
15 89 76
28 61 72
36 100 55
82 31 56
40 4 85
10 46 55
87 16 85
52 37 83
75 59 93
24 71 52
68 57 60
20 49 54
22 83 86
94 25 97
64 41 50
63 41 56
74 24 95
72 31 68
24 44 92
85 90 73
91 29 88
66 90 84
31 64 62
35 64 54
17 94 71
99 28 82
49 29 71
55 57 92
34 3 87
82 14 85
34 70 57
49 57 85
20 17 72
65 45 59
85 8 64
39 98 67
96 34 56
33 64 92
14 87 96
10 56 76
54 59 60
76 90 59
18 73 86
80 8 66
8 90 88
42 100 63
71 82 83
60 43 56
58 6 56
27 81 99
87 100 92
65 87 52
47 35 65
15 94 91
58 14 74
51 17 91
95 99 75
38 28 61
18 47 55
89 38 59
89 56 77
76 22 53
20 27 81
18 51 94
40 74 60
88 59 65
6 76 89
85 25 71
21 71 55
64 71 50
44 75 70
21 56 83
63 20 79
24 50 82
81 4 83
37 71 49
22 1 65
90 43 74
45 99 63
99 15 83
76 98 63
54 8 94
87 57 72
12 61 57
56 98 76
50 35 78
24 59 67
77 4 92
16 20 52
45 12 57
53 40 64
39 56 51
7 31 59
30 4 67
87 75 76
29 41 94
2 67 93
67 11 92
71 34 55
9 30 52
97 82 51
59 16 61
2 78 93
9 45 89
38 12 79
2 37 85
53 8 54
78 81 61
46 62 78
59 63 70
68 79 78
94 45 93
16 97 76
28 12 97
10 91 65
9 51 64
71 98 59
36 74 50
17 49 55
78 27 51
5 68 62
7 96 50
32 31 68
25 64 77
98 87 86
2 45 53
2 55 75
17 96 51
50 71 59
21 13 73
22 61 89
31 27 50
38 82 56
56 18 86
11 85 68
88 98 56
21 32 49
7 94 61
50 12 79
63 5 95
37 82 93
80 3 64
87 17 78
37 14 72
21 36 49
59 57 95
59 6 87
71 97 60
45 54 99
75 100 59
98 68 99
21 96 73
6 39 84
57 70 93
51 3 56
72 74 98
4 84 68
48 52 86
27 87 56
61 23 72
11 54 80
94 97 87
31 48 62
56 57 75
16 86 61
75 53 93
16 40 94
93 35 74
13 86 54
10 74 49
80 11 65
23 3 91
94 84 73
3 9 54
38 63 86
35 50 76
21 97 91
13 87 98
51 80 93
33 34 59
49 84 88
9 84 75
88 28 80
84 72 87
37 40 85
30 76 55
38 65 70
10 86 85
47 44 81
94 18 55
90 50 77
64 61 99
5 91 82
71 60 80
28 37 91
62 98 68
44 85 70
90 20 59
15 77 86
76 15 66
71 95 96
86 17 69
30 11 50
18 76 90
44 88 50
23 18 56
86 25 56
42 64 72
15 66 96
89 92 74
100 47 75
90 30 86
55 63 56
20 87 67
56 34 87
69 57 59
35 88 94
63 89 66
85 14 52
54 84 85
81 77 60
23 46 73
36 39 67
88 75 73
14 10 62
7 5 71
7 64 61
89 78 69
80 63 49
67 35 95
23 66 67
65 48 73
73 91 63
66 3 85
5 16 86
79 27 97
52 72 67
65 12 93
94 7 72
88 48 85
70 46 56
73 47 73
3 45 52
4 70 61
69 32 87
96 47 95
56 14 93
5 27 57
37 20 92
97 63 93
79 89 98
3 39 73
61 37 52
68 44 53
83 5 49
84 51 64
70 45 95
11 67 97
5 83 74
72 29 77
61 84 52
22 84 68
27 41 78
62 85 90
41 19 81
45 71 97
79 22 73
55 39 92
70 65 86
6 67 50
96 15 62
4 92 71
69 18 92
43 90 82
27 20 88
16 41 50
15 28 58
80 23 86
90 76 63
1 97 93
2 87 73
54 95 52
30 82 60
56 21 62
6 22 77
14 91 88
44 73 79
20 81 97
94 96 59
79 18 65
97 13 65
53 89 52
58 80 94
99 37 83
89 49 61
79 95 86
64 28 58
81 21 72
76 48 61
96 40 90
64 49 77
38 42 92
80 91 85
67 34 68
80 98 76
94 58 54
30 65 88
58 11 88
10 40 68
62 44 60
49 55 79
48 56 51
12 75 64
46 66 93
36 46 66
23 99 79
67 73 63
13 50 56
97 61 57
47 71 81
18 79 59
87 67 81
84 83 76
55 78 51
93 50 75
71 59 55
17 73 90
49 61 63
63 72 75
50 2 91
31 52 67
11 17 58
37 58 71
67 57 87
1 14 60
20 44 62
18 6 58
32 75 76
74 25 97
85 6 88
39 10 62
5 54 75
83 33 66
52 20 58
71 65 57
39 81 58
66 6 56
62 75 89
35 29 97
31 81 69
34 99 62
96 98 80
36 55 59
63 37 61
59 100 95
78 84 61
28 80 98
70 36 91
6 84 74
92 65 64
40 8 67
11 68 74
15 38 51
22 11 91
83 43 85
80 79 50
34 30 51
43 10 50
29 62 93
12 8 94
88 19 99
83 48 64
35 71 96
73 77 91
79 43 80
88 93 81
89 82 52
42 76 54
53 16 53
65 38 51
51 32 54
62 65 52
78 98 74
73 18 71
42 80 75
55 52 80
88 12 49
95 73 65
99 4 88
82 5 59
79 23 51
45 26 65
6 83 51
94 98 75
28 70 89
20 99 56
68 56 94
78 51 69
84 79 58
17 10 88
92 5 70
12 1 77
79 74 86
10 24 51
92 48 84
31 83 90
74 66 49
89 44 68
81 65 98
5 59 95
84 99 53
26 91 71
31 50 64
88 58 94
58 36 98
22 91 99
85 86 78
77 65 71
9 16 96
2 93 70
13 16 60
88 46 95
47 36 60
74 95 62
7 68 72
65 13 63
45 85 99
100 91 88
82 35 77
58 91 62
37 41 50
14 68 63
41 100 80
13 15 68
2 19 75
76 43 72
83 27 98
39 52 60
18 60 75
50 99 86
15 47 84
98 93 55
52 47 58
69 35 79
74 70 52
99 42 51
75 36 90
53 15 73
64 9 66
97 35 87
34 64 85
18 19 57
51 8 61
55 37 85
25 36 80
67 75 71
9 99 75
25 45 86
5 52 56
4 54 82
30 28 58
37 96 50
82 65 80
16 47 75
88 66 56
43 49 65
57 7 88
70 69 59
67 6 92
80 21 72
48 9 53
84 6 57
85 94 51
20 71 63
68 31 77
37 83 50
14 70 87
90 19 67
88 36 53
27 82 58
18 38 72
23 87 54
32 51 84
12 86 93
77 38 56
46 32 59
46 52 98
3 1 71
100 34 56
37 72 82
66 47 91
19 4 94
88 38 81
14 33 64
20 67 67
29 48 93
53 90 57
97 98 62
35 68 51
79 76 97
19 94 76
96 76 50
99 76 50
88 90 85
89 35 61
79 49 60
94 35 66
13 20 58
18 24 78
70 26 63
41 80 82
30 54 80
74 8 67
17 44 83
12 17 76
11 16 61
51 66 89
72 64 62
98 78 96
93 40 68
11 28 74
14 52 93
68 83 84
86 63 85
100 49 55
87 61 65
88 33 50
87 43 73
16 94 71
63 83 92
74 55 70
93 19 79
7 30 71
95 59 97
18 33 59
49 37 49
51 67 88
72 91 95
55 79 68
81 60 91
17 28 91
32 33 92
55 11 97
46 47 94
70 66 76
35 43 71
39 35 49
32 61 71
79 40 74
30 17 76
64 17 55
78 21 75
12 57 84
95 10 69
53 58 62
30 100 68
22 96 80
1 68 71
97 67 95
34 56 85
7 4 91
93 95 98
92 29 75
69 49 83
14 26 55
75 28 55
24 36 84
94 19 97
1 50 51
91 4 84
18 87 94
84 73 78
56 5 77
36 38 77
58 1 52
62 26 72
38 60 70
73 45 53
12 19 80
66 26 69
21 28 92
19 2 81
50 70 77
64 47 56
95 13 79
82 27 65
30 98 52
5 3 52
95 84 60
40 73 97
8 60 70
56 83 92
49 9 67
52 43 82
26 76 55
40 32 50
84 1 83
48 20 60
88 2 59
97 81 84
16 7 60
47 52 52
95 16 94
5 85 65
23 28 72
26 28 59
9 77 71
40 47 72
15 3 65
20 74 86
12 74 63
60 76 59
86 48 99
8 16 71
19 9 88
3 6 70
53 87 53
7 82 50
22 56 63
44 16 74
96 21 56
92 99 49
18 96 70
55 5 49
44 74 97
2 52 70
49 52 55
98 65 73
34 72 92
20 78 88
92 3 95
37 52 86
99 86 99
22 32 72
40 95 75
12 11 64
58 33 79
97 16 90
82 2 80
79 82 78
100 18 77
19 10 84
22 7 95
53 22 77
87 64 56
44 24 61
97 18 56
85 84 52
59 13 87
31 88 83
83 14 81
31 99 82
60 6 57
47 1 55
37 11 60
6 49 53
21 94 82
34 61 97
13 67 54
2 60 64
57 14 55
24 32 70
72 41 64
84 12 85
29 42 64
10 48 90
84 18 54
94 17 77
74 90 52
78 54 61
31 25 56
95 42 81
67 21 51
18 36 62
2 57 86
31 72 86
41 77 68
3 63 75
22 57 72
96 53 75
86 30 95
41 55 86
6 87 92
67 7 49
63 45 99
90 4 87
43 69 63
14 7 68
77 86 50
24 94 72
57 60 56
4 13 59
51 60 84
46 43 85
42 67 80
61 34 97
85 30 50
100 45 74
92 35 63
74 53 69
10 53 82
43 75 53
27 10 56
81 2 58
53 48 83
73 40 73
3 33 80
79 7 66
60 4 81
21 6 91
3 50 91
25 80 89
31 84 98
49 96 77
26 97 84
38 25 53
17 14 86
50 84 71
53 21 49
65 4 89
15 30 91
100 51 62
56 11 75
49 32 56
14 89 65
97 72 80
16 75 65
70 87 98
3 36 82
84 63 65
33 54 68
78 97 80
37 44 59
40 91 94
74 71 96
57 36 99
80 88 49
9 94 88
74 65 50
49 39 51
97 71 57
20 10 87
99 91 49
36 61 88
63 67 59
50 91 60
51 91 79
7 84 93
17 12 80
88 30 51
26 13 83
29 18 78
97 31 98
74 38 99
68 26 74
59 35 76
8 2 76
90 55 84
56 87 83
56 35 50
5 53 73
69 50 49
14 57 74
27 9 73
37 1 52
16 57 62
90 57 59
46 87 66
73 38 63
92 25 61
23 10 99
70 61 79
69 71 94
35 96 99
44 1 92
70 83 51
48 34 49
85 98 79
90 5 71
43 72 84
19 88 51
58 3 86
69 93 63
94 87 76
65 36 99
87 34 69
70 93 87
94 23 53
33 26 50
21 52 90
89 73 94
30 58 50
88 80 82
75 48 90
33 47 55
37 60 93
38 19 91
60 13 60
58 75 81
44 39 88
77 29 53
18 77 99
4 56 56
95 76 64
50 37 56
16 33 51
30 24 83
66 82 61
76 1 69
65 39 90
99 10 58
21 63 80
33 41 65
1 91 71
43 97 71
4 83 69
36 21 88
34 31 67
92 82 93
41 88 76
93 13 97
96 49 75
86 93 71
56 25 66
61 81 70
7 38 86
51 63 59
2 14 58
4 67 92
56 55 64
35 54 76
91 16 83
53 30 83
34 52 87
61 54 71
94 20 56
74 83 58
86 74 66
2 8 92
85 46 68
99 81 53
24 62 67
89 88 90
84 33 55
49 94 63
1 9 60
8 98 56
94 65 52
66 54 82
30 32 98
11 100 95
98 19 67
19 56 84
31 45 62
92 74 54
86 92 99
19 75 68
86 32 91
4 64 55
92 54 72
69 92 79
46 97 68
47 38 54
52 90 85
93 9 93
13 25 52
10 100 77
10 26 55
31 55 64
47 58 67
96 8 61
91 67 71
54 51 78
95 91 84
10 66 91
78 47 91
69 17 49
3 90 64
35 99 91
33 38 82
97 47 57
66 77 53
75 64 56
11 14 75
5 63 98
43 22 73
82 10 54
80 31 79
26 98 95
1 53 87
8 34 60
50 72 92
4 17 51
88 79 94
34 94 97
90 56 95
63 77 86
20 33 69
59 54 95
40 10 94
57 12 61
47 98 92
61 97 95
44 42 62
91 47 84
82 36 67
57 47 87
3 31 61
39 99 57
74 49 96
57 26 97
8 14 72
2 13 66
10 34 98
47 25 49
84 48 66
21 91 79
48 12 51
90 87 68
42 53 72
88 17 82
38 2 78
31 44 88
26 73 86
93 37 73
30 63 68
81 54 57
97 56 99
28 3 94
73 32 54
43 29 70
90 3 85
93 24 84
60 48 56
29 43 87
95 47 60
66 13 86
99 33 77
74 5 75
23 16 89
57 86 57
9 4 60
98 1 95
94 12 71
37 56 56
15 79 93
11 97 76
45 2 77
6 37 88
61 98 91
74 99 70
20 52 70
9 6 93
60 80 85
61 20 79
84 4 59
32 70 71
21 80 49
5 50 51
13 94 56
89 3 86
55 28 88
57 52 74
40 79 93
60 86 50
76 27 74
75 34 61
7 43 83
86 19 70
61 74 62
36 13 79
48 14 61
68 45 50
61 28 64
90 14 52
54 77 60
52 17 93
46 4 58
77 69 59
70 44 92
77 68 56
82 16 61
29 100 76
26 35 57
65 99 67
33 52 62
46 9 95
94 89 80
98 44 57
81 62 62
10 4 74
92 45 76
53 39 97
21 25 71
8 29 92
67 83 62
87 30 87
6 57 83
17 84 75
84 39 55
28 54 68
55 84 79
75 51 80
13 55 51
20 56 73
33 76 74
20 11 70
46 80 87
8 83 72
7 45 85
42 60 94
29 38 73
79 48 96
55 83 59
39 25 54
8 56 63
60 53 81
68 18 76
30 64 52
40 78 77
22 14 81
54 26 54
15 17 83
73 100 56
35 8 89
47 4 83
75 73 95
3 87 58
10 2 52
